path,current_bytes,current_sha256,method,limits_and_result,findings
app/src/main/res/drawable/ic_check.xml,761,cd6bde75fcbd731f0d52afdb97bc965e2d232db01dd52a41f4c623351273fe3a,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_delete.xml,809,3c013181ade83bc8d98586fc94f6f46a795bce732aa534e5387c4d10808353ba,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_expand.xml,789,ba37d64cc6f27022ca1095a29c5b208911be78aab304378da5f7550a1789f2e3,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_gallery.xml,1304,feb647e90455a625121e301fd17d6a5fd5a58d28a4e60bb1832ad0b9d9115570,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_help.xml,1187,0b41da7d51f4efbfb567e542a8f27ee970e5c3a1414ecdafa4888a393aae66c9,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_history.xml,1444,2fc6a2a051d8a5a4e774e661ce3dd8f56707d031cd522d2f7658f7a48af94ad9,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_home.xml,1388,259eb9d63e5712aae3a4bea93afce433922eb2ebd79fd5a99ec012de8bcc8937,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_launcher_background.xml,351,94d12614eef6d5d246ca61f460a9abfe67405c04c5f5f4f4983e54cfaeb62799,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_logo.png,1160688,2020bc9986ce428a14424c659bd8e8bc31e3fb5c20ecf40044430dc27b280d3c,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/drawable/ic_menu.xml,1571,27c2ebc7e3af75b1d3e1d466e76611bd47635eefad9a358c3e3859605cda4ecc,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_narfu_logo.webp,31614,f4452f59c56f5d3ea657113e61c4e808df88cfa78c992d790d3c9b4a4cdf81b3,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/drawable/ic_partner_metko.webp,42858,b4a9d3c93338c628afe94c30fa93a8a536648c0564fdc6440e72b9638f0fa6ad,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/drawable/ic_partners.xml,3111,da6c2e5fe1ee4cd906e45bd3b9d23fe4b8bcb48404ad35c8ac001f7ec9fc7fc3,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_reference_material.xml,8778,b05eeb12f248025cb5538f61daf53a0c63d6f1296fc37cfc97d5a56326703c77,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_schedule.xml,2622,4ef373ec61281d77ccdc4409c170fe520527dc1573d45f5a18da2e63b650ae75,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_search.xml,826,2afac4a9aa46ea1d42b054e09c5154368c273ea263e258607f3e661fefef91d9,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_settings.xml,4439,79c3eaeb2ffedf4c30c284d70a934f7c2bb74312f1d26c603ccc25b22f83faef,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/drawable/ic_telegram.webp,9822,576660fdc129cddf6cee4b911be598fd7ee0ffd40bc28eab2da85b59f6face6f,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,333,3fa8b8e5fd786987da2f43419f74e94fb28f56adf0bf553797ccdcf3d6d6e290,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,333,3fa8b8e5fd786987da2f43419f74e94fb28f56adf0bf553797ccdcf3d6d6e290,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/mipmap-hdpi/ic_launcher.webp,3118,53d2e9223236cedc33a227eefdc57d5280f7ec9405f62eacacbc4ea45282304c,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-hdpi/ic_launcher_foreground.webp,7132,367a78562421bc013881abb929513eb34da2d71e9368b916820f33335c229d54,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-hdpi/ic_launcher_round.webp,5336,e0c39a0adb6b12c80ede02595b0fa8a41f19da71cf1b1d9f4b6430e959ec0c4d,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-mdpi/ic_launcher.webp,1720,028d1e4f5cd1efb59e024b5f417a82f979753a2c6fe09b2dd5be3a3be59851de,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-mdpi/ic_launcher_foreground.webp,3582,028f898f2d8bf291ac0ce1f55ac7f01c7af6d584169be21a893552ec706b0729,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-mdpi/ic_launcher_round.webp,3160,2bb33bef38c17e13cd2098b972f3893b7a10574c1254e579e68a6e6038658cb1,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xhdpi/ic_launcher.webp,4610,6cf2dd0ba0c469b869bad313326969c408495b2df7da88c979cb99f4dcd623ef,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.webp,10518,b60b3cf6fb253ff2a953a3ee73c5e1186a5af4e3d08b952e3544e954f5a86d5c,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xhdpi/ic_launcher_round.webp,8296,f8579e0ccea1998626b08682a280e106abb48c7714214b71a94d4e4150181ff3,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xxhdpi/ic_launcher.webp,7968,a6290c69e91b2597831afe8643215ed9236b65b1fa35c553c9f1d8c6580fb9a1,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.webp,19802,fea315513a40d036242d22bf071a71951c66992b2d600f81af04b998a2242978,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xxhdpi/ic_launcher_round.webp,14080,07d77f526ade4f3555d74ad99e6f3f49c578dcacd6e3acc641845a1d2985982b,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xxxhdpi/ic_launcher.webp,12066,25894c815ce5b0f51b366a5743040334b013660a86b70e3e380d010a3113d07f,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.webp,32478,af150dc7d8c926261a1cab116cd689ef0082e0b9583f38c0397d22afca7d10cd,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.webp,20644,038be8e8f0589a9972f228abb934af1a69c1fd4cfffc6133fd41609abd1565a9,"Декодирование Pillow, SHA-256",Структура изображения читается; визуальный QA не выполнен,
app/src/main/res/values-de/string.xml,17938,3a5582ea2670e0f26d9111c2ab25a0ca9a065254ab0fa166c3cbf151fc862218,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values-en/string.xml,16804,db9801f2396ebf5773419d2d0572060127b23bc1b248418af38cb512a64877f1,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values-fr/string.xml,18508,7720cc75286a01c671d0a3bdc86318292c806d14b24ff8dce1ca40fa36b1d3b7,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values-night/themes.xml,520,194f38f03f94426b3f9ab45300b1f7408f44d15080915ccff436ed55796651e2,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values/attrs.xml,114,e5de75db55a33b189ce6b0ff8122bfe6a692e7f20870a8ac8a56a9402fed0f9a,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values/colors.xml,121,383e798968711ba2d8ea60d4836c6572707edbb8e17743b3959fc0f7d8c549c7,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values/ids.xml,567,9d8240aeb6ff7d1e3726e063949efeabcac8d80a2b74a05f31368dc327de6a02,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values/strings.xml,22375,0cd2c6cb8461b0068f0c22d73119464bfe3932810db03053716f53f4dcb8b749,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/values/themes.xml,1842,5ddfe5935fd2694231dc0b98cae12b195cec5527e7b541881254d432836c5aa7,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/xml/backup_rules.xml,1288,af009bd757a0289eeda735a64b7d8f4d386bb475028dcbda969274e9aa2e156f,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/xml/data_extraction_rules.xml,2399,7b7fb34f08309458d5c4986f07abda8c50219ab32122000bcc2803ecc71f0df6,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/xml/file_paths.xml,104,fa94ee4be5c789717943c4486577a3718a5cbbe8c38bd1bdd720de890641f94e,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/main/res/xml/network_security_config.xml,146,dea35ebed76536c24c13f74036f02dc874f944147cb3a49c2ad0550f71e3e0c7,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
app/src/test/java/com/cryonum/AuditDomainTests.kt,1563,be9c96829e33ce8021bc81cb5315ea8378410af3eab2b02aab95d0deaaac44d9,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,
app/src/test/java/com/cryonum/CalculatorEngineTests.kt,3700,3d915dc4579a0b469d1bcec7ae2607f85c5c4b6a0c505db71006f770ea5a372d,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CALC-01–06
app/src/test/java/com/cryonum/ExampleUnitTest.kt,185,d15b8b450fc6312c65a79a9b4d401ba09a2c719895662869f7c25d1471e3fa7a,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,
app/src/test/java/com/cryonum/ThemeManagerTests.kt,1471,9a546ab12680976c6cf0d17a70efc3d202bf181aaf72fa40ba5fc52c4db865f5,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,
app/src/test/java/com/cryonum/content/ApprovedContentUrlPolicyTest.kt,3919,99a802b67fb6a2dbb4504c47958b9d99cb8da945958b675f6fd735192a74cf93,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/content/CancellableHttpTest.kt,1050,603c4337a0364d56e45bf45d9ab760e404010f9459d1897db38e10a7c39dd790,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/content/ContentHttpValidatorMockWebServerTest.kt,5736,c61411639c823645f2cca0807683d12abb4fb6148fa8be245e6c67fc5276b812,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/content/ContentIntegrityVerifierTest.kt,3326,e6aa16efb3295ca10fea109276ec1ce3271c7a2021ff55fd47d4bd9c1da5f804,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/content/ContentStorageMigrationTest.kt,1908,4f981f209d070ef6ab0c1ad1e5aa6107f8c863708846aa3ea1dfb165f289470f,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/content/PolicyConfigParserTest.kt,2926,aef539182a87f43a413cf17521483eeed58df464844292752e6a63b8a896f84d,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/content/SignedContentManifestVerifierTest.kt,6373,ef01043b6f304cf7081e89d5a8ab8c07b05a76d9f30fb1a114eb885875b9f363,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,CONTENT-01–05
app/src/test/java/com/cryonum/links/RemoteLinksConfigParserTest.kt,1722,cd4090deec397165712fd001a458a56a939ff90fda5ddbefe4da7906f04f8ad0,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,
app/src/test/java/com/cryonum/links/RemoteLinksRepositoryTest.kt,2085,b6afd194c752908abc1b3ee0e97bb35f8ade67ebc8c7d1a43356f800e0de2357,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,
app/src/test/java/com/cryonum/links/RemoteLinksServiceMockWebServerTest.kt,1931,5d8d95435650be4a1e472d78f611b7bb8260d220056df357b2544ce75fa1ca77,"Статический поиск, компиляция/тесты согласно logs",Не означает построчное ревью или сквозной тест,
build.gradle.kts,425,2ba627d81cdfe9f4f073bd2dd58e362c0653387fa5bb42ede3a37c363265e0fc,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/ARCHITECTURE.md,5661,a0f10994bb60851358c4764f53bd049026e35af03af84c37aad5a7e55a7325e2,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/CALCULATOR.md,9945,c7cbc726b263fb899101f7fb4cb6a560059b461db38a878b58e5b5eb312c7a59,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/DATA_AND_PRIVACY.md,6967,a8a8b90a05ef9093cf4e568d08eac47a4dd9ce998d545a1d4be9d7945fb15827,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/PERFORMANCE.md,5586,83a438aaa2b850b902e6ee0fba9bdaa16d4253b1417a113797e8dd701d90bb23,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/R2_CONTENT_SETUP.md,8276,4b6227152fc004a0fee06054ef14b2911f94b62fdaf9402aa906bd38ea46977e,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/RELEASE.md,4226,d23dc0d1522cf1adf8db2ffd51c94b4ae217c970e9aa9d9ea3a2ce84cd75a1e3,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/TESTING_AND_SECURITY.md,11355,54aaecaad3b573464f2e991951329f0489dfd010298a176a923c4841459aea85,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/FINDINGS.md,40549,8eb605a58e77fc0fd1c73d64b2a045a590e5a33612293e87bda2d1d63be6f2d2,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/REPORT.md,15495,5c82b4b3ac6ee9e96fd16a283a52363203745d2ed111db477705516cf14a0eac,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/coverage.csv,generated,self,Сформирован этим скриптом,Хеш самоссылочного реестра неприменим,
docs/audit/logs/artifacts.json,7916,ac06b46999d096274b817ff9852b50049d05c95c6c0393ced7e94bab15aec6b6,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/baseline-build.log,4750,5c1ae6d539fe0db963bcd8e18bc4feb31a8134d682946bd9e6cf2d93f96f6296,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/baseline-calculator.log,439,d72e57dfb8b27a8212270591f7297609d71518fbfd0cd4883647999b4ad81889,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/baseline-gradle.log,2533,3fede2130751da285cc6048b88fa665b2b6ba4932eaba1f1e35d5964c2c5d8ac,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/baseline-integer-overflow.log,1318,08bc24481d0b7fe7cc730f5d71e23ea401a6393648005e4424257d7d5ccf751a,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/build-after.log,8149,1cd8144514fa0024ceafa3458d7652d3c6b1754eff4391b7df29d2c370025b4b,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/build-local-audit.log,8835,260491e359faa8af6d1f2fd0c1f71850dbcd08df11b9ca4aa34dad467651e316,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/code-commits.txt,370,fdc4d51f4934a7b14951985fec01585c19943c7e1f5d23206bda7fe41e56411f,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/code-diff-check.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/code-diff-stat.txt,4203,dd4f35974d413e677711cc6bb868fc8e22fc0d0a89ef77a00a89b5e1d09ead0e,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/commands.txt,2416,d514e0fdf78e33d1a636db79b9398a1c075de8d686396cf39ee6f2a99a96981d,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/differential.log,79,9b1df4f512c5e720f988564f793e9f547b61e868885833d62db769304c705f9f,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/environment.json,2293,9d24fd9eb84eaa87db9d1ca8996d9d0ae14bde087f725dc3221d15fd990a3460,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/final-build.log,12522,6f5f8473c29a8a94ab42878f924e8b710216a47a4074286266d3dc6961be31ec,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/final-verification.log,13617,c5b08d52bec969d9540241f4696dad20da91acce6f12f19d2920c7af81b60386,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/gradle-checksum.txt,137,f9bd4a6a2c00af77c26f8f0d0fc5841c2decac40e678c49bf8e38da39b321ea3,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/host-tests.log,66,80bfedb7c1f7e593c34f5a7af3621a9a63f2544d11869ed21f57edb7326233b6,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/incremental-compiler-failure.log,10788,eb1a7c1e8865689a9ee3402a2d9a8091c1cd753c10ee677ec63c179464220028,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/links.headers,1634,fbfd94c1d36d57fc7fc2dc8f87e4ad6c02e847683f96a00b0a0dec7e2508855b,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/links.json,753,76ee274ccde69811ffbe6ae052ab2b880ee3f8e966c252992007d6a2aec9687c,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/manifest.headers,797,4410f21514cdb3e397e50594ebb1ba7fde5246adf2075caab6822989559d0bcb,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/manifest.json,6049,c40703d8b1fd14c109855afb139f1adbcae83198744ba771f5e2d8da12a81893,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/pdf-read-check.json,2641,0def19e8ec083d93d1cd009995b24f7c9a150ad20038b7fdc23e4670a2c3c3a6,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/policy.headers,1632,577852707e29f4bd52139a3dd500c16c851b413a3a1453da89a6e30a345af964,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/integration/policy.json,283,576723100797dd9b82c886c104c96a23e4fd4945631b2046fac552e3638100c8,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/inventory.log,282,d13d266a2f7f66377631fc961b44dc944f68e15320941c65f2cd5da74df0e758,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/merged-manifest.json,7187,7b78e6ff65fecd3b10d15e8fecc04d1908eec049ceec70eb0e695f9cb80173da,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/python-tests.log,572,046a4706f3e4186018cc8c755b09efe954e1f3a17068d9312918a8558c69da5a,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/release-local-audit.log,10765,e9f8004657a6357c2e46d57c213cb286f441501b5777d8a198c2add74d49a83c,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/remote-master2.txt,60,07948558251d2d76516e214eccba0b96c4bd2c0b8fa88c471a63bf373a009fd6,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/report-collection.log,4136,d09114c0dba7f5b935079b0e7310be24848b48fae7e2be85f65f7349ffc294a3,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/sdk-install.log,673,fd6aa34728e2d76f59c5fd095ce432c23da9f02f92af5fc4f0480bd545c761ca,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/sdk-licenses.log,119564,5a95abfe0c35472dfb2334de944873aab95966663769310125452caa07bc14b7,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/secret-pattern-scan.json,205,929974877adda0dc0699b64670161fcb23cbfc3dc7a3a84454345112b78a123b,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/logs/static-hotspots.txt,13144,0471518c884226306cf164f1729605a915361929ef8014bca5484160c73329c4,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/reports/TEST-com.cryonum.AuditDomainTests.xml,631,aed1559bd384934a55df769ea8cc3c5c20b7e03137f8a468b4f09954a697762c,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.CalculatorEngineTests.xml,1620,ff6e4d93c4d159aa4e8aa82a7d44f706423da93e97529185efb7af7ef22f3e8b,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.ExampleUnitTest.xml,401,8128ee8200432072664e5dc3e73535f439879e3bce8aea634fc2237a1cc9965a,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.ThemeManagerTests.xml,628,7796485b7fefa78c8d42be9154e44493453f9d2358432fe77cb8cee24c5fc42d,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.ApprovedContentUrlPolicyTest.xml,1702,c718ea412ebefa79d7cc75f0624621741581d231d5f1901488c41a1990967d41,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.CancellableHttpTest.xml,5862,623543a859c49ddfe038f6594e8f1fae20b540f750d3c511a19c96f6914e920a,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.ContentHttpValidatorMockWebServerTest.xml,2128,222ef6aa02209bd399753af7612998cba1dbff23c8ee31990367bc476ffcf7fb,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.ContentIntegrityVerifierTest.xml,1253,939d3733441b05f133b4d025b52aab4b70cfe346b74dac8ee0386abf956bf9f3,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.ContentStorageMigrationTest.xml,625,27fa3ff77b42ef7b403db0ce49c48d44d1ec997aa4e89496fe003763bc05ad6c,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.PolicyConfigParserTest.xml,940,14abee1f97ebd229e8c3abc37048901f40c34d89a70d9b8538484be7b8e21684,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.content.SignedContentManifestVerifierTest.xml,2111,ba4d71208cd990226b71ee488c58a70a7bee137448700ac59e06c23e27b98393,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.links.RemoteLinksConfigParserTest.xml,1137,531e8f069958ba737677659b937da3b904df326eceaec30d121cb65222dd20ea,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.links.RemoteLinksRepositoryTest.xml,690,363ccbcfe2b7e8da5906463c6a12dbd0ad8145d88e6d316880d00f31dee6416a,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/TEST-com.cryonum.links.RemoteLinksServiceMockWebServerTest.xml,704,d15d677ad33990b81ec73e8ccd6aa83991e761f288499e0add4f835592c9d967,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/lint-results-debug.html,294777,bc6c56f2833229068a2032300ae989a1ed95e2e780a893a8b446024ee08b6e54,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/reports/lint-results-debug.txt,61041,ad9fc038adf361bd1b014fd1cda521d9dbddd390460d03a559c2bd720626f121,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/reports/lint-results-debug.xml,149034,b756b3b858ef2c4b2015ed274f791a6b5cfefb87de21447c0e8f9b908cd8c301,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/lint-results-release.html,297523,86f9863047dbe0eae73cf5db4ad06e4b08c852d3afd0fcec90b64b388a7f22d8,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/reports/lint-results-release.txt,61772,5c028dc816ef5aca56f4be3e17a281abc7ab7584f44ffa776a25487b77d54ed2,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/audit/reports/lint-results-release.xml,150023,cc02b1c5cc38d8cd714d7517d9d098de7e8723d05ded708e74e25e7111a3bb11,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
